text,group
Feeling of accomplishment and comradery leads to good feelings,Unassigned
"I am in the national security and defense industry. Our business is serious and often satisfying, but is not always fun.",Unassigned
Everytime I encounter a new task it's fun-damental,Unassigned
i work with a good group of people and we hacave fun at work sometimersd. sometimes work juast sucks and no one ias having fun,Unassigned
"My job entails traveling and delivering packages for Amazon. Being able to be in nature, walk, and communicate with customers can be fun and pleasant. Plus, delivering to private estates and seeing exotic animals can be beautiful to experience.",Unassigned
Varies from day to day and people,Unassigned
I am an office drone in a Government office. It is a drab and boring bureaucratic job pushing paper.,Unassigned
Because I love my work and find it very enjoyable,Unassigned
I have a busy work schedule,Unassigned
i do my best work the staff loves me,Unassigned
I work with preschool kids so it depends on how that act that day,Unassigned
I work graveyard and not much happens and I just watch YouTube.,Unassigned
I often enjoy interacting with my coworkers.,Unassigned
It's a job. I get treated like an employee nothing more nothing less.,Unassigned
"I feel enjoyment and happiness in my work because I get to know new people, carry out my work and duties to the fullest extent, and get money and praise.",Unassigned
Most of the time is pretty good. Occasionally we may have to work on a CNG unit which no one likes.,Unassigned
I build teams as part of my job and when you have a good team you can have fun and get the job done.,Unassigned
"I work with kids every day. And there are days when they can be a lot, but overall they are great. Every day brings something new, and they are sweet kids.",Unassigned
Get to travel to places Ive never been. Meet new people,Unassigned
Very often most times,Unassigned
"I am a registered nurse, it is a rewarding yet very dark career. We see a lot of tragedy and sometimes are harmed by our patients and other coworkers/staff",Unassigned
"My job is fun because it involves working with other people, team members as well as the public.",Unassigned
It's fun to see kids having fun and making new friends,Unassigned
I love laughing and joking with my students.,Unassigned
"I work for the Federal Government, there is no ""Fun"".",Unassigned
It is the best job in the world,Unassigned
It is fun when I get to conduct the repertoire I really want to do!,Unassigned
No everyone appreciates what I do,Unassigned
"It's an office job. I sit at a desk, answer emails, sit on conference calls, and work with spreadsheets. It's not fun.",Unassigned
I like what I do. I think it' fun driving around and delivering packages.,Unassigned
We sometimes get to have employee days,Unassigned
I do mostly data entry and there isn't anything really fun about setting at a computer most of the day,Unassigned
Coworkers make the job fun,Unassigned
Because I think my job is serious and professional,Unassigned
Yes it is,Unassigned
"Because I work in a ""serious"" environment",Unassigned
"micro managed, customer service issues",Unassigned
My job takes me to many different architectural offices in my area to present my company’s products; I get to meet so many new people and no two days are the same.,Unassigned
